letter,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
T,0.489352,0.681165,-0.006353,0.503597,0.624156,0.009237,0.543206,0.568155,0.013254,0.571911,0.59096,0.014197,0.576431,0.51586,0.003613,0.485148,0.634953,0.00133,0.544691,0.600123,-0.001746,0.575592,0.586139,-0.004782,0.616586,0.53728,0.006334,0.525013,0.669,0.005697,0.552762,0.607595,0.003565,0.59909,0.59006,0.008954,0.601639,0.546055,0.011413,0.578214,0.656277,0.000599,0.559568,0.631967,0.025166,0.591595,0.609284,0.003275,0.651687,0.589092,-0.001535,0.56278,0.709228,0.004882,0.571527,0.668128,-0.007546,0.609753,0.609895,0.022649,0.627361,0.594147,0.006862
N,0.491238,0.722765,-0.015857,0.544151,0.696957,-0.001595,0.593978,0.760415,-0.019653,0.591194,0.779472,0.009541,0.646782,0.775901,-0.009698,0.560614,0.722736,-0.002139,0.589356,0.789092,0.010662,0.579805,0.785226,0.019378,0.644069,0.827362,0.004243,0.519327,0.7472,-0.010825,0.552256,0.799868,0.006029,0.62095,0.790988,0.003478,0.617166,0.854903,-0.009773,0.508273,0.748386,0.006156,0.538251,0.78412,0.007127,0.538216,0.812176,0.009782,0.586613,0.855581,0.01912,0.526466,0.765213,-0.014737,0.535426,0.820638,0.005872,0.594528,0.80699,-0.005005,0.562394,0.847007,-0.016435
Y,0.493609,0.706478,0.002206,0.489373,0.628476,0.016133,0.52523,0.636356,0.007946,0.567526,0.550159,-0.021198,0.587732,0.523398,0.01182,0.526717,0.630262,0.003563,0.555689,0.602486,0.015283,0.570351,0.595904,0.000849,0.593308,0.568033,0.002833,0.504681,0.675469,-0.013517,0.543986,0.628325,0.008015,0.584964,0.609853,0.007074,0.600544,0.57631,-0.00823,0.529206,0.658544,0.019524,0.555268,0.652292,0.003681,0.596953,0.615888,0.002549,0.607874,0.589256,-8.7e-05,0.544171,0.666614,0.013564,0.560195,0.678527,-0.012979,0.614457,0.645191,-0.024667,0.613189,0.570709,-0.002045
F,0.477426,0.68491,0.005799,0.554858,0.659039,-0.006165,0.600305,0.650081,0.014813,0.65808,0.658873,0.004641,0.656938,0.661447,-0.000965,0.553098,0.685784,-0.003105,0.631067,0.67715,0.001231,0.623706,0.693155,0.001538,0.689179,0.678354,0.005556,0.564224,0.715639,0.014694,0.611508,0.678621,-0.001374,0.652688,0.698809,0.004301,0.681852,0.716974,0.000106,0.556024,0.715165,0.000236,0.57556,0.722084,-0.004409,0.628106,0.700787,-0.00262,0.643709,0.709514,0.00876,0.55672,0.716709,-0.009798,0.601508,0.710494,-0.010123,0.639356,0.717879,-0.000233,0.685061,0.725917,-0.007751
L,0.494753,0.676412,-0.00017,0.484751,0.63085,0.006589,0.524034,0.597363,0.010629,0.564665,0.583352,-0.007439,0.592805,0.547397,0.011953,0.515835,0.636216,0.008737,0.55366,0.638546,0.011739,0.567093,0.600649,0.012597,0.604658,0.58473,-0.005363,0.556933,0.695798,0.005967,0.563309,0.631732,0.001224,0.600326,0.636814,-0.004128,0.619158,0.578945,0.005115,0.54058,0.686296,-0.01453,0.582949,0.638187,0.015694,0.611343,0.62994,0.007335,0.634912,0.611057,-0.007199,0.550195,0.695373,0.007926,0.58061,0.670894,-0.013756,0.628686,0.672323,-0.000342,0.63424,0.616677,0.006828
F,0.487737,0.702841,0.004817,0.508783,0.683721,0.008673,0.571809,0.652052,0.002531,0.627898,0.66837,0.003985,0.668697,0.685132,-0.007916,0.526433,0.70934,-0.000914,0.564476,0.686389,-0.001487,0.621716,0.681084,0.017774,0.660875,0.679369,0.003432,0.549036,0.715885,-0.007821,0.547702,0.695632,0.007368,0.642737,0.696233,-0.000671,0.635867,0.677317,-0.001867,0.558803,0.743452,-0.013172,0.549891,0.746268,-0.008222,0.616745,0.724355,0.004216,0.670513,0.739598,-0.00101,0.510079,0.743537,-0.016186,0.574818,0.741931,-0.004528,0.588401,0.763101,0.008789,0.640262,0.771321,-0.013585
W,0.479713,0.722946,-0.007335,0.517437,0.658976,0.000806,0.565397,0.663596,-0.001357,0.599613,0.659843,-0.015803,0.629916,0.664555,0.009677,0.538208,0.688812,-0.003144,0.534798,0.706756,-0.000203,0.587583,0.703922,-0.013794,0.620218,0.688971,0.005596,0.500377,0.692732,0.002772,0.546347,0.704959,-0.022423,0.594383,0.714808,-0.026037,0.606054,0.701345,0.014589,0.519162,0.713094,0.011368,0.538192,0.725185,0.010126,0.594824,0.757919,-0.006196,0.660159,0.740072,-0.002881,0.528635,0.739322,0.002247,0.571758,0.735593,-0.013484,0.577344,0.764822,0.006393,0.621913,0.758411,0.002315
D,0.450223,0.642567,-0.010032,0.424479,0.704754,0.004813,0.401292,0.687019,0.01896,0.351429,0.695679,-0.000957,0.317175,0.709945,-0.005491,0.456205,0.661277,0.004779,0.404692,0.6839,-0.009484,0.354355,0.698579,0.000794,0.305315,0.654021,0.003027,0.403914,0.681134,-0.007762,0.410476,0.679493,-0.000279,0.350103,0.69392,-0.002636,0.308675,0.657659,-0.007485,0.433298,0.642362,-0.026875,0.377422,0.663788,0.008601,0.388176,0.619598,-0.019858,0.329344,0.628873,0.008805,0.42345,0.642367,-0.003169,0.390973,0.647152,0.007594,0.343478,0.583032,0.01587,0.311562,0.628689,-0.009098
I,0.484468,0.690577,0.001592,0.571213,0.644914,-0.001537,0.607261,0.649664,0.006427,0.63158,0.615883,0.008497,0.661518,0.667705,0.003633,0.548437,0.649098,0.023478,0.579571,0.666928,-0.002635,0.61444,0.643116,0.001099,0.666078,0.67004,-0.003543,0.524442,0.651804,-0.007356,0.60038,0.698963,-0.001648,0.616095,0.681311,0.008671,0.68038,0.680799,-0.001761,0.540458,0.718738,0.013329,0.574254,0.692763,0.007435,0.603923,0.678993,0.011889,0.685052,0.699304,-0.004472,0.54004,0.708584,-0.016851,0.577716,0.711512,0.020164,0.629754,0.7218,0.01028,0.676057,0.699488,-0.004688
Z,0.497614,0.709303,0.029555,0.450575,0.777086,0.008205,0.388294,0.802679,0.004596,0.321333,0.776135,0.007061,0.314674,0.776848,0.008197,0.430822,0.738092,0.005828,0.352488,0.748436,0.00206,0.345684,0.748976,0.002161,0.290296,0.732633,0.016861,0.406771,0.711307,0.011806,0.362913,0.730174,-0.000161,0.336355,0.712804,0.011658,0.274257,0.723718,0.003797,0.443584,0.710445,0.010148,0.379197,0.700609,0.011169,0.33449,0.689684,0.003635,0.307064,0.705871,0.000653,0.411268,0.66521,-0.016538,0.391504,0.685223,-0.00764,0.340894,0.686813,0.004978,0.283792,0.709079,-0.003709
W,0.497748,0.710214,0.013004,0.558852,0.693541,-5.8e-05,0.598415,0.655776,0.001328,0.637099,0.671005,-0.003702,0.668022,0.66302,0.009044,0.567519,0.700826,0.008055,0.610758,0.702888,-0.003989,0.652207,0.689881,-0.002193,0.687438,0.703348,0.009188,0.553661,0.726422,-0.017134,0.606287,0.732766,-0.013155,0.658895,0.697176,-0.004352,0.617867,0.713262,0.020817,0.576209,0.736274,0.01244,0.590647,0.7278,-0.004325,0.624853,0.746544,-0.004187,0.683333,0.756224,0.007524,0.552346,0.760639,-0.001181,0.562668,0.780718,0.01285,0.647314,0.772739,-0.012932,0.666301,0.760601,-0.011932
T,0.481106,0.678334,-0.001089,0.47636,0.657386,-0.000662,0.530674,0.597463,0.00976,0.571529,0.570111,-0.005056,0.565732,0.550659,0.011894,0.537838,0.674928,0.018702,0.555549,0.631821,-0.004826,0.576079,0.577155,-0.012661,0.600422,0.558082,-0.00086,0.518398,0.673847,0.005506,0.566399,0.636036,0.019815,0.591184,0.601294,0.007249,0.594228,0.582589,0.00057,0.546381,0.675846,0.014653,0.604276,0.680028,-0.016063,0.586301,0.617179,0.004036,0.627408,0.602259,-0.00498,0.573643,0.709885,-0.001242,0.605517,0.660342,-0.003001,0.616874,0.605038,-0.009621,0.677008,0.608923,0.01462
G,0.531537,0.71504,0.003961,0.599916,0.711993,-0.004918,0.598676,0.746273,0.009267,0.629051,0.757882,-0.002612,0.679618,0.769484,0.014152,0.572037,0.695983,-0.010012,0.589274,0.743493,5e-05,0.626002,0.765238,0.017609,0.653825,0.799001,0.009742,0.53587,0.753146,-0.011306,0.607481,0.738816,-0.007557,0.604284,0.802991,0.003188,0.663006,0.820243,-0.002277,0.558436,0.769973,-0.012223,0.586223,0.795233,-0.012297,0.600703,0.797273,-0.013549,0.634537,0.847359,0.003356,0.513815,0.78018,0.000439,0.557382,0.783075,-0.014105,0.58588,0.827159,0.003793,0.620162,0.873417,-0.004091
S,0.505781,0.687565,-0.007988,0.478699,0.602266,0.002972,0.467989,0.62812,0.008693,0.468037,0.558194,-0.000279,0.48097,0.498264,-0.009006,0.502477,0.647211,-0.011143,0.479312,0.571229,0.002643,0.501159,0.534085,-0.014123,0.510641,0.509759,-0.003358,0.513385,0.629141,0.011306,0.547184,0.607325,0.014129,0.514693,0.576323,5.6e-05,0.489648,0.538367,0.002542,0.513093,0.643838,0.005968,0.508212,0.606074,0.000119,0.537235,0.577492,-0.001347,0.52032,0.522187,0.000309,0.541644,0.649676,-0.008045,0.568269,0.598952,-0.015056,0.547684,0.58881,0.00888,0.539133,0.522404,-0.002063
E,0.481428,0.71049,0.001042,0.445924,0.663226,-0.001469,0.545215,0.629493,0.016609,0.5343,0.590839,-0.007535,0.583295,0.578,-0.01769,0.512911,0.654824,-0.012214,0.516359,0.642694,-0.006157,0.564373,0.602748,-0.002505,0.568274,0.573792,0.010822,0.524407,0.693127,-0.001444,0.570358,0.635231,0.014609,0.595173,0.607676,0.008542,0.600161,0.609853,0.008512,0.552366,0.681084,-0.015615,0.551727,0.650743,-0.002398,0.586024,0.62773,0.011374,0.628561,0.619783,-0.007113,0.544945,0.731558,-0.009841,0.572137,0.685737,-0.002221,0.630005,0.643773,0.006342,0.623664,0.617373,-0.001766
W,0.516488,0.71275,0.017298,0.548399,0.632281,0.009609,0.550904,0.633474,0.020232,0.624872,0.647886,0.001689,0.639977,0.658581,-0.001799,0.535338,0.696167,-0.001514,0.577583,0.675426,-0.001206,0.623857,0.658433,0.012967,0.689114,0.663647,-0.002801,0.535019,0.697314,-0.008588,0.611388,0.657699,0.014671,0.625587,0.687522,-0.023585,0.676704,0.658174,-0.001979,0.558589,0.693029,-0.012551,0.582251,0.667378,0.012717,0.615346,0.710427,0.015349,0.666642,0.714659,0.005605,0.550482,0.714922,0.003663,0.593204,0.719454,0.003845,0.617378,0.72108,-0.01673,0.653051,0.710742,0.00284
N,0.489735,0.699671,0.006182,0.565084,0.721785,0.006853,0.554691,0.741848,-0.022057,0.599034,0.763994,-0.004768,0.6516,0.785949,0.004721,0.542224,0.72663,-0.001386,0.5462,0.756426,-0.000148,0.605115,0.780814,0.002559,0.623525,0.79702,0.006938,0.529548,0.728508,0.004554,0.561141,0.786588,-0.005782,0.602919,0.763447,-0.010224,0.606153,0.841389,0.020643,0.493003,0.746894,0.005295,0.532002,0.779143,0.001123,0.560218,0.800196,-0.00541,0.608394,0.814104,0.00185,0.476124,0.755499,-0.00323,0.512475,0.803605,-0.004994,0.562341,0.817275,-0.001886,0.587259,0.869856,-0.00143
I,0.48071,0.733551,-0.006573,0.564884,0.673012,0.02446,0.559376,0.720286,0.006282,0.606492,0.690301,0.003064,0.654831,0.670684,-0.006317,0.554213,0.690314,-0.003863,0.582937,0.677517,-0.002134,0.627744,0.69561,0.002019,0.625986,0.680614,-0.013368,0.540203,0.715378,0.000311,0.614695,0.709202,0.000294,0.624736,0.725966,0.0059,0.663521,0.709823,-0.007369,0.537199,0.738145,-0.011701,0.579602,0.733129,-0.003043,0.633072,0.735968,0.000644,0.665476,0.71711,-0.006748,0.547437,0.755,-0.006989,0.59729,0.767184,-0.011579,0.628179,0.761093,-0.006832,0.660198,0.769013,0.002109
D,0.527349,0.706502,0.00272,0.498552,0.72651,0.004706,0.448645,0.729139,-0.005887,0.430612,0.715712,-0.00089,0.371954,0.748422,-0.001774,0.509621,0.705763,0.004323,0.460071,0.718502,0.015647,0.423904,0.721238,0.010982,0.38173,0.713466,0.00969,0.529425,0.688861,0.006441,0.45797,0.698649,-0.018858,0.406389,0.685179,0.014349,0.359146,0.717157,-0.009481,0.493321,0.671185,-0.005562,0.432548,0.698089,0.011241,0.433995,0.691729,0.00912,0.394548,0.665764,0.00571,0.517734,0.662507,-0.00178,0.442767,0.65326,-0.004664,0.371122,0.664343,0.015252,0.385347,0.659886,-0.007249
Y,0.51138,0.730597,-0.00614,0.470317,0.682355,0.011474,0.521876,0.65482,-0.006749,0.566214,0.63355,0.020759,0.549068,0.595612,0.000332,0.503846,0.673257,0.005433,0.533023,0.658651,0.001325,0.585046,0.639786,-0.005905,0.588862,0.626905,0.017701,0.499823,0.694279,0.010378,0.555143,0.695117,-0.000628,0.555064,0.632081,0.017093,0.61013,0.643523,0.001716,0.56265,0.723619,-0.007092,0.539928,0.667527,-0.015372,0.591073,0.647954,0.003112,0.603301,0.622035,-0.012455,0.545129,0.736297,-0.008284,0.585082,0.716172,0.008324,0.615013,0.689349,-0.003171,0.63034,0.652652,-0.003054
Z,0.514333,0.716233,-0.002716,0.463046,0.764729,-0.002142,0.413487,0.8087,0.008789,0.389725,0.755999,-0.004251,0.35435,0.757664,0.000445,0.496851,0.73927,0.013301,0.428139,0.719055,0.001145,0.418397,0.737998,0.014784,0.349967,0.749188,-0.003372,0.477553,0.729815,-0.006206,0.43483,0.698905,-0.001978,0.38385,0.725065,0.006877,0.363347,0.717438,0.021369,0.482633,0.686481,0.010073,0.446881,0.691284,0.00917,0.388802,0.713646,0.002798,0.353023,0.689057,-0.013553,0.529034,0.687287,-0.014362,0.46052,0.717679,0.005022,0.408988,0.689542,0.006157,0.370435,0.648051,0.010699
N,0.469008,0.696604,-0.007134,0.554142,0.693923,-0.010514,0.576611,0.718691,0.005492,0.611632,0.758425,-0.012676,0.616502,0.799905,-0.010218,0.568006,0.707115,0.011079,0.539649,0.753038,-0.018512,0.60535,0.776912,-0.020586,0.597154,0.786491,-0.003826,0.519221,0.755116,-0.001195,0.550065,0.769716,0.003886,0.582511,0.812887,-0.006148,0.60495,0.801999,-0.010632,0.50833,0.748175,-0.007351,0.548214,0.745149,-0.001261,0.553092,0.806546,-0.001476,0.600745,0.827522,0.006306,0.499256,0.755373,0.004581,0.507801,0.805062,0.003729,0.525251,0.827319,-0.013395,0.581745,0.872647,-0.001366
T,0.501631,0.743584,0.006049,0.484246,0.66759,-0.014747,0.522463,0.649596,0.000499,0.55303,0.618708,0.017927,0.564653,0.576548,-0.004523,0.490479,0.666096,0.010335,0.554858,0.648776,-0.001118,0.578696,0.626402,-0.002215,0.571744,0.592273,-0.003196,0.548255,0.662077,-0.006472,0.5803,0.648586,0.008842,0.57703,0.672966,-0.001687,0.630026,0.587074,-0.016361,0.553128,0.704402,0.011376,0.582886,0.66224,0.009014,0.633304,0.61659,-0.000289,0.647442,0.635481,0.02319,0.57887,0.716405,0.001321,0.598541,0.694998,0.01179,0.649008,0.655667,0.000378,0.654693,0.643127,-0.030919
Y,0.484867,0.68557,0.005034,0.497228,0.642532,-0.011749,0.549323,0.609517,0.012212,0.579699,0.589553,0.001443,0.622512,0.552422,0.01866,0.517987,0.641292,-0.012234,0.567103,0.601308,-0.002797,0.605631,0.587152,-0.004755,0.617033,0.554034,0.007167,0.532944,0.652691,0.000514,0.582755,0.629936,0.009951,0.5971,0.607428,-0.013859,0.626242,0.566042,0.010985,0.559352,0.67286,-0.011594,0.572714,0.639779,-0.004665,0.619565,0.626374,-0.008622,0.635631,0.600756,0.000996,0.576197,0.689873,0.003167,0.589472,0.68248,0.007297,0.626083,0.62985,-0.010052,0.635725,0.613699,-0.001137
B,0.475568,0.691224,-0.006058,0.424112,0.708015,-0.004076,0.364518,0.718048,0.0054,0.353294,0.725616,-0.002246,0.324228,0.710283,0.004422,0.419976,0.712133,-0.001521,0.382575,0.712644,-0.006462,0.332529,0.700714,-0.012547,0.312901,0.698841,-0.012639,0.436188,0.693986,-0.001845,0.386339,0.701659,-0.002712,0.354594,0.670934,0.005576,0.308579,0.695733,-0.002731,0.419429,0.649929,-0.002063,0.383832,0.648501,0.012509,0.366108,0.63744,-0.02139,0.287929,0.670307,0.026797,0.412996,0.643201,0.013329,0.383294,0.664697,0.009341,0.350285,0.66119,0.009359,0.28968,0.64534,-0.006291
W,0.475662,0.705607,-0.008935,0.55284,0.62061,-0.000198,0.589662,0.655292,-0.005078,0.630618,0.644109,-0.002381,0.659226,0.646519,0.009384,0.518291,0.659209,0.007402,0.555571,0.679435,0.013912,0.621649,0.657641,-0.006736,0.651441,0.655663,-0.000619,0.505309,0.685555,-0.002524,0.60711,0.700696,-0.010712,0.621089,0.70489,-0.001266,0.672269,0.664682,0.005176,0.553273,0.693016,0.004866,0.59503,0.713975,0.009005,0.604496,0.717255,0.020388,0.67575,0.693227,0.014608,0.528471,0.722723,0.013331,0.593421,0.725787,0.009861,0.605719,0.747127,0.003185,0.659183,0.721864,-0.016851
H,0.503952,0.718254,-0.009861,0.554723,0.780143,-0.016237,0.576463,0.800307,-0.014318,0.543111,0.836122,-0.009339,0.531645,0.9033,-0.001723,0.529641,0.74617,-0.012105,0.522458,0.824995,0.013526,0.552648,0.84783,-0.001334,0.536364,0.865795,0.030747,0.520891,0.738761,-0.010192,0.482095,0.789893,-0.000892,0.531835,0.865868,0.002243,0.503832,0.866304,-0.014121,0.498511,0.759882,0.019462,0.501919,0.791811,-0.000184,0.458914,0.847427,0.006862,0.487096,0.85059,0.01469,0.452479,0.758054,0.000607,0.479092,0.794523,-0.018273,0.501145,0.859968,-0.004037,0.472997,0.84761,0.010765
G,0.517858,0.693591,-0.000209,0.597793,0.697772,0.009464,0.627312,0.741581,0.003808,0.622758,0.736838,0.007037,0.672446,0.816278,-0.003491,0.568318,0.716572,0.016737,0.618889,0.737419,-0.016604,0.609751,0.789552,-0.00151,0.689237,0.811599,-0.011217,0.549305,0.760174,0.004666,0.596443,0.77633,-0.001315,0.614041,0.786271,0.021454,0.635514,0.801343,-0.000745,0.54681,0.73943,0.009216,0.574503,0.809763,-0.001192,0.581216,0.798843,-0.007741,0.611686,0.842754,-0.004828,0.547091,0.76208,-0.013283,0.580033,0.759426,-0.021282,0.594202,0.843866,0.006032,0.610623,0.87205,-0.01065
H,0.555962,0.703491,0.009831,0.588752,0.712374,0.013299,0.584943,0.751635,0.025649,0.599056,0.830162,-0.007246,0.588849,0.877877,0.001337,0.564431,0.730217,-0.003165,0.570756,0.790498,0.015786,0.580289,0.803902,-0.0166,0.560517,0.850898,0.004469,0.537853,0.73791,0.000844,0.564407,0.771883,-0.000913,0.551725,0.812431,0.002149,0.54735,0.866436,-0.012499,0.551394,0.732092,0.021604,0.528332,0.788803,-0.020841,0.531225,0.803031,-0.001664,0.495771,0.87606,0.019392,0.511095,0.742861,0.007345,0.499724,0.80015,0.007742,0.508608,0.814788,0.001646,0.498811,0.871993,-0.010763
L,0.478349,0.726741,0.004014,0.489979,0.609036,-0.001653,0.500329,0.625893,0.004107,0.545044,0.575677,0.006164,0.614407,0.575752,0.003498,0.51973,0.651277,0.001782,0.56335,0.613602,-0.012902,0.539756,0.587639,0.001993,0.606466,0.545175,0.010138,0.536256,0.671744,-0.012549,0.553786,0.646922,-0.003733,0.581849,0.614948,-0.015578,0.605283,0.562284,-0.011917,0.53525,0.672065,0.012366,0.560277,0.648517,0.001203,0.615531,0.619292,-0.005471,0.650673,0.586112,0.006656,0.556352,0.685726,-0.009973,0.596923,0.654406,-0.001737,0.602427,0.630402,-0.002163,0.649933,0.603324,-0.013714
C,0.449338,0.699804,-0.015023,0.411026,0.730193,-0.006089,0.374604,0.718629,-0.0089,0.356606,0.739437,0.004224,0.314005,0.739133,-0.003056,0.426871,0.709393,0.017455,0.381314,0.713773,0.015632,0.35055,0.702532,0.004783,0.278978,0.709367,0.001756,0.420283,0.690597,-0.009554,0.384164,0.701412,-0.006746,0.337844,0.700473,0.004924,0.303497,0.700197,0.006042,0.429035,0.679934,-0.005084,0.383202,0.663068,-0.005845,0.34331,0.673963,-0.006765,0.306579,0.661742,0.00461,0.398221,0.672907,0.004877,0.385131,0.653346,-0.01328,0.313139,0.654184,-0.00371,0.303081,0.668649,0.004158
I,0.506862,0.709243,0.008837,0.584227,0.659149,-0.009603,0.635492,0.659957,0.016892,0.643469,0.668355,0.004741,0.660651,0.64195,-0.000951,0.559273,0.689101,-0.001819,0.636312,0.675009,0.005536,0.663768,0.663893,0.011075,0.716152,0.689037,-0.024032,0.583564,0.695843,-0.002808,0.588403,0.692639,0.01092,0.642879,0.680686,-0.014173,0.704165,0.717151,-0.008933,0.589253,0.70667,0.003813,0.618558,0.744063,-0.008917,0.624258,0.744737,0.002727,0.695928,0.71411,0.00092,0.549418,0.74843,0.022471,0.595408,0.742157,-0.012579,0.65214,0.754543,0.007645,0.685718,0.725905,-0.003536
Q,0.483163,0.665507,0.005176,0.546092,0.645553,0.018143,0.584416,0.639474,-0.005746,0.64828,0.653846,0.006273,0.705839,0.645041,-0.001019,0.567667,0.669627,0.007476,0.619228,0.647366,-0.017105,0.63525,0.653198,0.004615,0.690375,0.641673,0.006156,0.558311,0.689244,0.014626,0.585686,0.687439,-0.016241,0.647628,0.670291,0.015696,0.706398,0.687721,-0.022722,0.540519,0.706948,-0.026511,0.600759,0.721824,-0.006508,0.631243,0.695267,0.004978,0.689229,0.70191,0.012522,0.566415,0.712992,0.003408,0.613612,0.713894,-0.009484,0.651081,0.722874,-0.006473,0.666921,0.703694,0.000912
W,0.491314,0.681913,-0.000222,0.548136,0.617746,-0.008063,0.589643,0.621592,-0.004346,0.597248,0.623268,0.008585,0.663143,0.622927,0.006156,0.528411,0.65253,0.001112,0.587183,0.645533,0.007304,0.627977,0.626419,-0.010801,0.644021,0.669749,0.002976,0.537693,0.627746,0.003058,0.585226,0.66679,-0.001998,0.628306,0.674173,0.002585,0.642687,0.637054,0.012333,0.523209,0.69598,0.011159,0.57457,0.669376,0.001455,0.637009,0.695763,-0.003059,0.66852,0.715342,0.014878,0.549023,0.725432,-0.000472,0.609267,0.697717,-0.002956,0.614181,0.690638,-0.011248,0.63071,0.718686,-0.001234
M,0.51607,0.724022,0.025746,0.55821,0.644892,-0.004766,0.596454,0.666404,-0.030968,0.619278,0.68622,-0.011656,0.698529,0.659861,0.010099,0.549908,0.706214,0.02219,0.606058,0.722124,-0.010593,0.638524,0.702992,-0.000219,0.668463,0.678907,-0.004234,0.555521,0.723975,0.000845,0.598641,0.733957,0.02242,0.641705,0.717302,-0.000911,0.691049,0.731034,-0.007,0.56241,0.724103,-0.004566,0.588711,0.728916,0.001839,0.644679,0.736107,-0.006273,0.681568,0.74409,0.017755,0.562887,0.754268,0.001447,0.588676,0.745523,-0.002984,0.663051,0.755182,-0.010863,0.696388,0.736859,0.025744
O,0.505872,0.662356,0.008753,0.455443,0.626163,-0.007857,0.470762,0.59407,-0.008811,0.491233,0.553583,-0.014509,0.465041,0.494906,0.012309,0.489556,0.628075,0.008024,0.47676,0.597097,-0.00827,0.487755,0.542954,0.008726,0.497412,0.52852,0.013638,0.535806,0.646006,0.000846,0.488437,0.613065,-0.002188,0.471488,0.550081,0.007081,0.504461,0.515143,-0.005028,0.512588,0.630624,-0.004471,0.518607,0.605698,-0.00792,0.537361,0.555218,0.008125,0.521991,0.498241,-0.001716,0.54278,0.661006,0.004839,0.540028,0.604647,0.012055,0.540531,0.567391,0.010683,0.576756,0.51817,-0.013665
U,0.539411,0.680736,-0.003351,0.544826,0.665148,-0.002045,0.603593,0.64475,-0.004126,0.666825,0.666982,-0.001859,0.68766,0.67011,0.013485,0.589139,0.668141,0.005532,0.602117,0.691757,0.009245,0.624542,0.675536,-0.0016,0.664525,0.674582,-0.001562,0.556084,0.701508,0.006637,0.60783,0.717419,-0.016417,0.653331,0.736967,-0.004269,0.675899,0.708628,0.007637,0.561981,0.718715,-0.003535,0.602914,0.735365,0.00349,0.642645,0.715123,-0.00768,0.692021,0.726052,0.008983,0.573183,0.761078,-0.003734,0.601808,0.7342,0.016886,0.638123,0.75538,0.021173,0.705581,0.749602,-0.000557
A,0.52725,0.712257,-0.010844,0.496236,0.769583,-0.000343,0.435392,0.758477,-0.001753,0.39219,0.741348,-0.003459,0.348052,0.759688,-0.003283,0.468767,0.719337,-0.014995,0.458595,0.736369,0.008665,0.387244,0.750598,0.001452,0.376982,0.728539,-0.000447,0.467273,0.709902,0.00225,0.457583,0.731835,0.000899,0.413478,0.667975,-0.004703,0.358938,0.722047,0.004231,0.474352,0.681817,-0.007998,0.463722,0.705573,0.013078,0.395352,0.680723,0.005547,0.354823,0.686819,-0.000249,0.465698,0.655669,-0.002424,0.414411,0.677714,0.008386,0.38365,0.641328,0.003936,0.358769,0.669047,-0.013344
